station,year,season,vimscode,workup,modalgrp,pannum,seqno,specimid,preyname,totpreywt,lengthcm,pisclen,expansion,depthm,lat,lon,bWT,bSA,bDO
NM20080901029,2008,FALL,0007,Full,2,24,4,9,Anchoa mitchilli,6.466,47.8,47.8,4,12.4968,39.59583333,-74.18083333,18.67,29.3,6.7
NM20080901029,2008,FALL,0007,Full,2,24,4,9,Loligo pealeii,3.604,47.8,47.8,4,12.4968,39.59583333,-74.18083333,18.67,29.3,6.7
NM20080901029,2008,FALL,0007,Full,2,24,5,10,Cynoscion regalis,17.382,42.2,42.2,4,12.4968,39.59583333,-74.18083333,18.67,29.3,6.7
NM20080901029,2008,FALL,0009,Full,0,24,1,1,Anchoa mitchilli,18.511,25.3,25.3,7.2,12.4968,39.59583333,-74.18083333,18.67,29.3,6.7
NM20080901029,2008,FALL,0009,Full,0,24,2,2,Anchoa mitchilli,7.233,23.5,23.5,7.2,12.4968,39.59583333,-74.18083333,18.67,29.3,6.7
NM20080901029,2008,FALL,0009,Full,0,24,3,3,Anchoa mitchilli,2.964,22.1,22.1,7.2,12.4968,39.59583333,-74.18083333,18.67,29.3,6.7
NM20080901029,2008,FALL,0009,Full,0,24,3,3,Peprilus triacanthus,6.095,22.1,22.1,7.2,12.4968,39.59583333,-74.18083333,18.67,29.3,6.7
NM20080901029,2008,FALL,0009,Full,0,24,4,4,Anchoa mitchilli,5.584,18.4,18.4,7.2,12.4968,39.59583333,-74.18083333,18.67,29.3,6.7
NM20080901029,2008,FALL,0009,Full,0,24,4,4,Peprilus triacanthus,1.079,18.4,18.4,7.2,12.4968,39.59583333,-74.18083333,18.67,29.3,6.7
NM20080901029,2008,FALL,0009,Full,0,24,5,5,Anchoa mitchilli,2.3409,23.1,23.1,7.2,12.4968,39.59583333,-74.18083333,18.67,29.3,6.7
NM20080901030,2008,FALL,0003,Full,0,24,1,1,Anchoa mitchilli,0.785,24.8,24.8,1,10.0584,39.52066667,-74.2305,18.47,29.3,7.17
NM20080901030,2008,FALL,0003,Full,0,24,2,2,Anchoa mitchilli,3.763,29.5,29.5,1,10.0584,39.52066667,-74.2305,18.47,29.3,7.17
NM20080901030,2008,FALL,0003,Full,0,24,3,3,Anchoa mitchilli,6.83,39.6,39.6,1,10.0584,39.52066667,-74.2305,18.47,29.3,7.17
NM20080901030,2008,FALL,0003,Full,0,24,4,4,Anchoa mitchilli,1.49,38,38,1,10.0584,39.52066667,-74.2305,18.47,29.3,7.17
NM20080901031,2008,FALL,0007,Full,0,24,4,3,Anchoa spp.,0.533,20.8,20.8,57.6004,7.62,39.30816667,-74.486,18.06,29.28,7.05
NM20080901031,2008,FALL,0009,Full,1,24,2,2,Ammodytes spp.,1.249,15.2,15.2,16.9992,7.62,39.30816667,-74.486,18.06,29.28,7.05
NM20080901031,2008,FALL,0009,Full,1,24,4,4,Ammodytes spp.,1.493,15.4,15.4,16.9992,7.62,39.30816667,-74.486,18.06,29.28,7.05
NM20080901031,2008,FALL,0009,Full,2,24,1,6,Ammodytes spp.,1.5722,37,37,1,7.62,39.30816667,-74.486,18.06,29.28,7.05
NM20080901031,2008,FALL,0009,Full,2,24,1,6,Engraulidae,1.6275,37,37,1,7.62,39.30816667,-74.486,18.06,29.28,7.05
NM20080901031,2008,FALL,0009,Full,2,24,2,7,Peprilus triacanthus,13.123,37.5,37.5,1,7.62,39.30816667,-74.486,18.06,29.28,7.05
NM20080901033,2008,FALL,0003,Full,0,24,2,2,Peprilus triacanthus,2.251,25.7,25.7,1.2,16.1544,39.34333333,-74.26683333,18.64,29.67,6.9
NM20080901034,2008,FALL,0003,Full,0,24,1,1,Anchoa mitchilli,4.01,29.9,29.9,5.8,10.0584,39.39583333,-74.27833333,18.66,29.41,6.94
NM20080901034,2008,FALL,0003,Full,0,24,2,2,Anchoa mitchilli,7.902,35.2,35.2,5.8,10.0584,39.39583333,-74.27833333,18.66,29.41,6.94
NM20080901034,2008,FALL,0003,Full,0,24,5,4,Ammodytes spp.,1.474,24.6,24.6,5.8,10.0584,39.39583333,-74.27833333,18.66,29.41,6.94
NM20080901034,2008,FALL,0003,Full,0,24,5,4,Anchoa mitchilli,1.466,24.6,24.6,5.8,10.0584,39.39583333,-74.27833333,18.66,29.41,6.94
NM20080901034,2008,FALL,0163,Full,0,24,3,3,Anchoa mitchilli,3.893,81.48483458,81.48483458,1.667,10.0584,39.39583333,-74.27833333,18.66,29.41,6.94
NM20080901034,2008,FALL,0163,Full,0,24,3,3,Clupeidae,12.734,81.48483458,81.48483458,1.667,10.0584,39.39583333,-74.27833333,18.66,29.41,6.94
NM20080901034,2008,FALL,0163,Full,0,24,3,3,Peprilus triacanthus,9.736,81.48483458,81.48483458,1.667,10.0584,39.39583333,-74.27833333,18.66,29.41,6.94
NM20080901035,2008,FALL,0003,Full,0,7,1,7,Ammodytes spp.,1.925,32.4,32.4,1,15.8496,39.22833333,-74.37316667,18.84,29.67,6.64
NM20080901035,2008,FALL,0003,Full,0,24,4,4,Peprilus triacanthus,2.032,21,21,1,15.8496,39.22833333,-74.37316667,18.84,29.67,6.64
NM20080901037,2008,FALL,0003,Full,0,24,4,4,Anchoa mitchilli,2.458,33.7,33.7,1,14.0208,39.24583333,-74.463,18.77,29.7,6.89
NM20080901037,2008,FALL,0007,Full,0,24,2,2,Anchoa hepsetus,4.232,21,21,1.2,14.0208,39.24583333,-74.463,18.77,29.7,6.89
NM20080901037,2008,FALL,0007,Full,0,24,3,3,Anchoa mitchilli,1.76,17,17,1.2,14.0208,39.24583333,-74.463,18.77,29.7,6.89
NM20080901037,2008,FALL,0007,Full,0,24,4,4,Anchoa mitchilli,1.023,15.8,15.8,1.2,14.0208,39.24583333,-74.463,18.77,29.7,6.89
NM20080901039,2008,FALL,0003,Full,0,22,2,2,Cynoscion regalis,17.655,34.6,34.6,1,10.9728,39.0975,-74.686,18.44,29.27,6.23
NM20080901039,2008,FALL,0009,Full,0,22,4,4,Peprilus triacanthus,2.3898,23.5,23.5,511.401,10.9728,39.0975,-74.686,18.44,29.27,6.23
NM20080901042,2008,FALL,0009,Full,0,22,1,1,Anchoa mitchilli,0.116,16.7,16.7,1,12.8016,38.94516667,-74.61983333,19.05,29.59,6.7
NM20080901045,2008,FALL,0009,Full,0,22,1,1,Anchoa mitchilli,9.564,26.5,26.5,1,12.8016,38.9035,-74.74733333,18.88,29.64,6.01
NM20080901045,2008,FALL,0009,Full,0,22,2,2,Peprilus triacanthus,14.477,25.1,25.1,1,12.8016,38.9035,-74.74733333,18.88,29.64,6.01
NM20080901046,2008,FALL,0003,Full,0,4,2,2,Anchoa spp.,0.655,42.1,42.1,1,11.5824,38.98083333,-74.74433333,19.05,29.56,7.54
NM20080901046,2008,FALL,0009,Full,0,4,1,1,Anchoa mitchilli,1.519,21.8,21.8,1,11.5824,38.98083333,-74.74433333,19.05,29.56,7.54
NM20080901046,2008,FALL,0009,Full,0,4,3,3,Peprilus triacanthus,1.0511,22.1,22.1,1,11.5824,38.98083333,-74.74433333,19.05,29.56,7.54
NM20080901048,2008,FALL,0009,Full,0,4,1,1,Peprilus triacanthus,1.724,20.8,20.8,1,10.668,38.906,-74.845,19.24,29.18,7.56
NM20080901048,2008,FALL,0009,Full,0,4,2,2,Anchoa mitchilli,1.804,20,20,1,10.668,38.906,-74.845,19.24,29.18,7.56
NM20080901048,2008,FALL,0009,Full,0,4,2,2,Peprilus triacanthus,0.282,20,20,1,10.668,38.906,-74.845,19.24,29.18,7.56
NM20080901049,2008,FALL,0009,Full,0,9,2,2,Anchoa mitchilli,2.191,21.1,21.1,2.4,11.5824,38.52666667,-75.00716667,19.4,29.31,5.18
NM20080901049,2008,FALL,0009,Full,0,9,3,3,Anchoa mitchilli,0.949,20.5,20.5,2.4,11.5824,38.52666667,-75.00716667,19.4,29.31,5.18
NM20080901049,2008,FALL,0009,Full,0,9,4,4,Anchoa mitchilli,1.047,17.9,17.9,2.4,11.5824,38.52666667,-75.00716667,19.4,29.31,5.18
NM20080901049,2008,FALL,0009,Full,0,9,4,4,Peprilus triacanthus,2.912,17.9,17.9,2.4,11.5824,38.52666667,-75.00716667,19.4,29.31,5.18
NM20080901049,2008,FALL,0009,Full,0,9,5,5,Anchoa mitchilli,1.4716,16.8,16.8,2.4,11.5824,38.52666667,-75.00716667,19.4,29.31,5.18
NM20080901052,2008,FALL,0031,Full,0,7,1,1,Anchoa hepsetus,7.93,73.6,73.6,1,14.6304,38.8445,-74.755,18.96,29.81,5.6
NM20080901052,2008,FALL,0163,Full,0,22,1,1,Clupeidae,62.904,94.35712914,94.35712914,1,14.6304,38.8445,-74.755,18.96,29.81,5.6
NM20080901053,2008,FALL,0003,Full,0,22,1,1,Anchoa mitchilli,1.579,29.7,29.7,1,11.8872,38.88016667,-74.76266667,19.06,29.49,6.37
NM20080901055,2008,FALL,0007,Full,0,9,2,1,Anchoa spp.,4.137,23.5,23.5,162.197,16.1544,38.72216667,-74.95783333,19.55,29.46,4.41
NM20080901055,2008,FALL,0009,Full,1,9,1,2,Anchoa spp.,2.102,21.8,21.8,4.8,16.1544,38.72216667,-74.95783333,19.55,29.46,4.41
NM20080901055,2008,FALL,0009,Full,1,9,1,2,Peprilus triacanthus,3.559,21.8,21.8,4.8,16.1544,38.72216667,-74.95783333,19.55,29.46,4.41
NM20080901055,2008,FALL,0009,Full,1,9,2,3,Anchoa mitchilli,0.507,18.8,18.8,4.8,16.1544,38.72216667,-74.95783333,19.55,29.46,4.41
NM20080901055,2008,FALL,0009,Full,1,9,4,5,Anchoa mitchilli,0.78,17.4,17.4,4.8,16.1544,38.72216667,-74.95783333,19.55,29.46,4.41
NM20080901055,2008,FALL,0009,Full,2,9,1,1,Brevoortia tyrannus,15.383,34.1,34.1,1,16.1544,38.72216667,-74.95783333,19.55,29.46,4.41
NM20080901055,2008,FALL,0009,Full,2,9,1,1,Pomatomus saltatrix,58.619,34.1,34.1,1,16.1544,38.72216667,-74.95783333,19.55,29.46,4.41
NM20080901056,2008,FALL,0007,Full,0,9,2,2,Anchoa mitchilli,1.906,24.5,24.5,1.6,12.192,38.50283333,-74.99216667,19.39,29.41,7.26
NM20080901056,2008,FALL,0007,Full,0,9,3,3,Cynoscion regalis,0.008,28.3,28.3,1.6,12.192,38.50283333,-74.99216667,19.39,29.41,7.26
NM20080901056,2008,FALL,0007,Full,0,9,4,4,Anchoa spp.,1.164,25,25,1.6,12.192,38.50283333,-74.99216667,19.39,29.41,7.26
NM20080901056,2008,FALL,0009,Full,0,9,1,1,Anchoa mitchilli,0.493,20.5,20.5,3.4,12.192,38.50283333,-74.99216667,19.39,29.41,7.26
NM20080901056,2008,FALL,0009,Full,0,9,1,1,Peprilus triacanthus,0.78,20.5,20.5,3.4,12.192,38.50283333,-74.99216667,19.39,29.41,7.26
NM20080901056,2008,FALL,0009,Full,0,9,2,2,Anchoa mitchilli,0.614,19.8,19.8,3.4,12.192,38.50283333,-74.99216667,19.39,29.41,7.26
NM20080901056,2008,FALL,0009,Full,0,9,3,3,Anchoa mitchilli,0.776,21.9,21.9,3.4,12.192,38.50283333,-74.99216667,19.39,29.41,7.26
NM20080901056,2008,FALL,0009,Full,0,9,3,3,Peprilus triacanthus,0.995,21.9,21.9,3.4,12.192,38.50283333,-74.99216667,19.39,29.41,7.26
NM20080901056,2008,FALL,0009,Full,0,9,5,5,Anchoa mitchilli,0.114,15.4,15.4,3.4,12.192,38.50283333,-74.99216667,19.39,29.41,7.26
NM20080901057,2008,FALL,0009,Full,0,9,3,3,Anchoa mitchilli,0.033,19.3,19.3,5.6,16.4592,38.65333333,-74.98466667,19.79,29.29,4.51
NM20080901057,2008,FALL,0009,Full,0,9,5,5,Anchoa mitchilli,0.776,16.4,16.4,5.6,16.4592,38.65333333,-74.98466667,19.79,29.29,4.51
NM20080901058,2008,FALL,0009,Full,0,9,1,1,Peprilus triacanthus,11.139,30.6,30.6,1,13.716,38.70416667,-74.97633333,19.57,29.42,4.79
NM20080901059,2008,FALL,0003,Full,0,9,2,2,Pomatomus saltatrix,48.78,64.9,64.9,1,25.6032,38.62316667,-74.8285,18.88,30.18,4.28
NM20080901060,2008,FALL,0009,Full,0,9,1,1,Etrumeus teres,9.9724,19.9,19.9,1,26.2128,38.63033333,-74.83083333,19.33,29.69,4.5
NM20080901060,2008,FALL,0009,Full,0,9,2,2,Loligo pealeii,0.6521,22.2,22.2,1,26.2128,38.63033333,-74.83083333,19.33,29.69,4.5
NM20080901061,2008,FALL,0003,Full,0,9,2,2,Peprilus triacanthus,1.992,22.3,22.3,1,22.2504,38.7085,-74.88283333,19.4,29.78,4.06
NM20080901061,2008,FALL,0003,Full,0,9,4,4,Peprilus triacanthus,1.825,26.5,26.5,1,22.2504,38.7085,-74.88283333,19.4,29.78,4.06
NM20080901061,2008,FALL,0009,Full,0,9,1,1,Peprilus triacanthus,1.188,23.2,23.2,4.2,22.2504,38.7085,-74.88283333,19.4,29.78,4.06
NM20080901061,2008,FALL,0009,Full,0,9,3,3,Peprilus triacanthus,3.438,22.1,22.1,4.2,22.2504,38.7085,-74.88283333,19.4,29.78,4.06
NM20080901061,2008,FALL,0009,Full,0,9,4,4,Peprilus triacanthus,2.571,21.1,21.1,4.2,22.2504,38.7085,-74.88283333,19.4,29.78,4.06
NM20080901061,2008,FALL,0009,Full,0,9,5,5,Peprilus triacanthus,1.3474,20.9,20.9,4.2,22.2504,38.7085,-74.88283333,19.4,29.78,4.06
NM20080901062,2008,FALL,0007,Full,3,7,1,11,Cynoscion regalis,14.654,34.6,34.6,1,26.8224,38.79033333,-74.97166667,19.22,29.61,6.38
NM20080901064,2008,FALL,0007,Full,0,7,4,4,Anchoa spp.,1.704,24,24,125.7984,11.8872,38.07216667,-75.19266667,19.59,29.58,7.62
NM20080901064,2008,FALL,0009,Full,1,24,2,2,Anchoa mitchilli,1.2511,16,16,30.1968,11.8872,38.07216667,-75.19266667,19.59,29.58,7.62
NM20080901064,2008,FALL,0009,Full,1,24,4,4,Anchoa mitchilli,2.601,13.6,13.6,30.1968,11.8872,38.07216667,-75.19266667,19.59,29.58,7.62
NM20080901064,2008,FALL,0009,Full,1,24,5,5,Anchoa mitchilli,2.926,18.9,18.9,30.1968,11.8872,38.07216667,-75.19266667,19.59,29.58,7.62
NM20080901064,2008,FALL,0009,Full,2,24,3,8,Pomatomus saltatrix,9.3757,24,24,1.25,11.8872,38.07216667,-75.19266667,19.59,29.58,7.62
NM20080901065,2008,FALL,0009,Full,0,24,2,2,Anchoa mitchilli,0.616,14.8,14.8,48.204,9.4488,38.048,-75.20266667,19.54,29.62,7.52
NM20080901066,2008,FALL,0009,Full,0,7,1,1,Anchoa mitchilli,0.341,19.4,19.4,65.4012,13.4112,38.12483333,-75.10666667,19.81,29.58,7.4
NM20080901066,2008,FALL,0009,Full,0,7,2,2,Anchoa mitchilli,0.903,20.1,20.1,65.4012,13.4112,38.12483333,-75.10666667,19.81,29.58,7.4
NM20080901066,2008,FALL,0009,Full,0,7,4,4,Anchoa mitchilli,0.512,22.6,22.6,65.4012,13.4112,38.12483333,-75.10666667,19.81,29.58,7.4
NM20080901067,2008,FALL,0003,Full,0,7,2,2,Peprilus triacanthus,4.63,31.7,31.7,1,21.336,38.28833333,-74.843,19.67,29.76,7.1
NM20080901068,2008,FALL,0009,Full,0,7,1,1,Peprilus triacanthus,2.3993,23.4,23.4,1,15.24,38.445,-74.8695,19.44,29.74,7.12
NM20080901070,2008,FALL,0009,Full,0,7,1,1,Peprilus triacanthus,3.6501,20.8,20.8,1,16.764,38.41733333,-74.92866667,19.8,29.59,7.71
NM20080901071,2008,FALL,0007,Full,0,7,3,3,Anchoa spp.,0.092,23.7,23.7,155.0052,15.24,38.3285,-75.03733333,19.82,29.53,8.18
NM20080901071,2008,FALL,0007,Full,0,7,3,3,Loligo pealeii,0.423,23.7,23.7,155.0052,15.24,38.3285,-75.03733333,19.82,29.53,8.18
NM20080901071,2008,FALL,0007,Full,0,7,4,4,Anchoa spp.,0.277,25.8,25.8,155.0052,15.24,38.3285,-75.03733333,19.82,29.53,8.18
NM20080901071,2008,FALL,0007,Full,0,7,5,5,Anchoa mitchilli,0.94,22.3,22.3,155.0052,15.24,38.3285,-75.03733333,19.82,29.53,8.18
NM20080901071,2008,FALL,0009,Full,0,7,2,2,Anchoa mitchilli,2.6155,17,17,25.809,15.24,38.3285,-75.03733333,19.82,29.53,8.18
NM20080901071,2008,FALL,0009,Full,0,7,3,3,Anchoa mitchilli,0.8127,22.6,22.6,25.809,15.24,38.3285,-75.03733333,19.82,29.53,8.18
NM20080901071,2008,FALL,0009,Full,0,7,3,3,Peprilus triacanthus,15.335,22.6,22.6,25.809,15.24,38.3285,-75.03733333,19.82,29.53,8.18
NM20080901071,2008,FALL,0009,Full,0,7,4,4,Anchoa mitchilli,4.9165,17.6,17.6,25.809,15.24,38.3285,-75.03733333,19.82,29.53,8.18
NM20080901072,2008,FALL,0007,Full,0,7,4,4,Anchoa spp.,0.143,22.2,22.2,44.997,12.192,38.308,-75.02883333,19.71,29.53,7.74
NM20080901072,2008,FALL,0009,Full,0,7,1,1,Anchoa hepsetus,6.442,21.9,21.9,5.4,12.192,38.308,-75.02883333,19.71,29.53,7.74
NM20080901072,2008,FALL,0009,Full,0,7,2,2,Anchoa mitchilli,1.416,17.6,17.6,5.4,12.192,38.308,-75.02883333,19.71,29.53,7.74
NM20080901072,2008,FALL,0009,Full,0,7,5,5,Anchoa mitchilli,2.217,19.2,19.2,5.4,12.192,38.308,-75.02883333,19.71,29.53,7.74
NM20080901073,2008,FALL,0007,Full,0,24,3,3,Anchoa mitchilli,0.862,22.9,22.9,71.8014,16.4592,38.11866667,-75.087,19.67,29.66,7.27
NM20080901073,2008,FALL,0009,Full,1,24,1,1,Anchoa mitchilli,0.936,20.2,20.2,3,16.4592,38.11866667,-75.087,19.67,29.66,7.27
NM20080901073,2008,FALL,0009,Full,2,24,2,7,Peprilus triacanthus,17.787,25.3,25.3,1,16.4592,38.11866667,-75.087,19.67,29.66,7.27
NM20080901073,2008,FALL,0009,Full,2,24,3,8,Peprilus triacanthus,1.613,26.8,26.8,1,16.4592,38.11866667,-75.087,19.67,29.66,7.27
NM20080901074,2008,FALL,0007,Full,3,22,4,9,Anchoa mitchilli,1.894,20.8,20.8,71.995,7.9248,37.92283333,-75.3005,19.7,29.57,8.82
NM20080901074,2008,FALL,0009,Full,1,22,1,2,Anchoa mitchilli,0.823,15.9,15.9,38.670434,7.9248,37.92283333,-75.3005,19.7,29.57,8.82
NM20080901074,2008,FALL,0009,Full,1,22,2,3,Anchoa mitchilli,0.638,14.3,14.3,38.670434,7.9248,37.92283333,-75.3005,19.7,29.57,8.82
NM20080901074,2008,FALL,0009,Full,2,22,1,1,Anchoa mitchilli,4.745,18.1,18.1,2.5,7.9248,37.92283333,-75.3005,19.7,29.57,8.82
NM20080901074,2008,FALL,0009,Full,2,22,2,5,Anchoa mitchilli,5.218,19.1,19.1,2.5,7.9248,37.92283333,-75.3005,19.7,29.57,8.82
NM20080901074,2008,FALL,0009,Full,3,22,1,6,Anchoa mitchilli,2.9511,23.6,23.6,1,7.9248,37.92283333,-75.3005,19.7,29.57,8.82
NM20080901074,2008,FALL,0009,Full,3,22,2,7,Engraulidae,3.1914,24.6,24.6,1,7.9248,37.92283333,-75.3005,19.7,29.57,8.82
NM20080901075,2008,FALL,0007,Full,2,32,5,10,Anchoa spp.,0.491,17.4,17.4,149.1952,9.144,37.78033333,-75.5005,19.75,29.62,9.04
NM20080901075,2008,FALL,0009,Full,1,32,1,1,Anchoa mitchilli,0.824,12.7,12.7,1,9.144,37.78033333,-75.5005,19.75,29.62,9.04
NM20080901075,2008,FALL,0009,Full,1,32,2,2,Anchoa mitchilli,0.492,12.9,12.9,1,9.144,37.78033333,-75.5005,19.75,29.62,9.04
NM20080901075,2008,FALL,0009,Full,1,32,5,5,Anchoa mitchilli,1.078,14,14,1,9.144,37.78033333,-75.5005,19.75,29.62,9.04
NM20080901075,2008,FALL,0009,Full,2,32,2,7,Anchoa mitchilli,1.69,19.3,19.3,3.2,9.144,37.78033333,-75.5005,19.75,29.62,9.04
NM20080901076,2008,FALL,0009,Full,0,24,1,1,Anchoa mitchilli,0.6146,17,17,28.6,11.8872,37.8565,-75.31633333,19.77,29.42,8.76
NM20080901076,2008,FALL,0009,Full,0,24,2,2,Anchoa mitchilli,1.2701,15.3,15.3,28.6,11.8872,37.8565,-75.31633333,19.77,29.42,8.76
NM20080901076,2008,FALL,0009,Full,0,24,5,5,Anchoa spp.,0.422,14.9,14.9,28.6,11.8872,37.8565,-75.31633333,19.77,29.42,8.76
NM20080901077,2008,FALL,0003,Full,2,32,3,8,Urophycis spp.,10.633,42.8,42.8,1,8.5344,37.71916667,-75.52933333,19.78,29.58,9.41
NM20080901077,2008,FALL,0007,Full,2,32,2,7,Anchoa spp.,0.964,23.9,23.9,156.7986,8.5344,37.71916667,-75.52933333,19.78,29.58,9.41
NM20080901077,2008,FALL,0007,Full,2,32,5,10,Anchoa spp.,0.467,23,23,156.7986,8.5344,37.71916667,-75.52933333,19.78,29.58,9.41
NM20080901077,2008,FALL,0009,Full,1,32,3,3,Anchoa mitchilli,0.396,12.1,12.1,4,8.5344,37.71916667,-75.52933333,19.78,29.58,9.41
NM20080901078,2008,FALL,0003,Full,2,32,2,7,Cynoscion regalis,1.144,39.3,39.3,1.333,9.7536,37.56533333,-75.56766667,19.77,29.52,9.35
NM20080901078,2008,FALL,0009,Full,0,32,2,2,Anchoa mitchilli,1.682,21.6,21.6,2.4,9.7536,37.56533333,-75.56766667,19.77,29.52,9.35
NM20080901079,2008,FALL,0009,Full,0,24,1,1,Anchoa mitchilli,0.081,26.2,26.2,1,15.8496,37.91616667,-75.16583333,19.6,29.85,7.44
NM20080901080,2008,FALL,0003,Full,2,24,2,7,Loligo pealeii,15.106,36.3,36.3,1,13.4112,37.89316667,-75.1835,19.7,29.7,8.2
NM20080901081,2008,FALL,0007,Full,0,24,4,4,Anchoa spp.,1.922,22.6,22.6,1,12.8016,38.01933333,-75.095,19.7,29.7,7.87
NM20080901083,2008,FALL,0007,Full,0,24,5,5,Anchoa mitchilli,0.546,20.7,20.7,189.6048,12.192,37.79683333,-75.38083333,19.82,29.65,9.08
NM20080901083,2008,FALL,0009,Full,0,24,3,3,Anchoa mitchilli,0.947,14.3,14.3,58.604,12.192,37.79683333,-75.38083333,19.82,29.65,9.08
NM20080901083,2008,FALL,0009,Full,0,24,5,5,Anchoa mitchilli,0.685,15.9,15.9,58.604,12.192,37.79683333,-75.38083333,19.82,29.65,9.08
NM20080901084,2008,FALL,0007,Full,0,24,5,5,Anchoa mitchilli,0.279,21.5,21.5,279.8016,12.8016,37.76683333,-75.44433333,19.78,29.71,9.03
NM20080901084,2008,FALL,0009,Full,1,24,1,1,Anchoa mitchilli,0.122,15.5,15.5,30,12.8016,37.76683333,-75.44433333,19.78,29.71,9.03
NM20080901084,2008,FALL,0009,Full,1,24,2,2,Anchoa mitchilli,0.6489,16.6,16.6,30,12.8016,37.76683333,-75.44433333,19.78,29.71,9.03
NM20080901084,2008,FALL,0009,Full,2,24,1,4,Anchoa mitchilli,0.368,17.9,17.9,6,12.8016,37.76683333,-75.44433333,19.78,29.71,9.03
NM20080901085,2008,FALL,0007,Full,0,32,5,5,Anchoa mitchilli,1.351,21.3,21.3,27.6,13.716,37.5705,-75.487,19.79,29.65,9.66
NM20080901085,2008,FALL,0009,Full,0,32,2,2,Anchoa mitchilli,0.916,15,15,1.6,13.716,37.5705,-75.487,19.79,29.65,9.66
NM20080901085,2008,FALL,0009,Full,0,32,3,3,Anchoa mitchilli,0.103,14.9,14.9,1.6,13.716,37.5705,-75.487,19.79,29.65,9.66
NM20080901085,2008,FALL,0009,Full,0,32,4,4,Anchoa mitchilli,2.591,16.2,16.2,1.6,13.716,37.5705,-75.487,19.79,29.65,9.66
NM20080901085,2008,FALL,0009,Full,0,32,5,5,Anchoa mitchilli,0.3,14.7,14.7,1.6,13.716,37.5705,-75.487,19.79,29.65,9.66
NM20080901086,2008,FALL,0007,Full,2,32,1,6,Brevoortia tyrannus,19.139,30.7,30.7,223.7994,10.9728,37.6965,-75.52683333,19.74,29.61,9.48
NM20080901086,2008,FALL,0007,Full,2,32,4,9,Anchoa hepsetus,12.511,28.1,28.1,223.7994,10.9728,37.6965,-75.52683333,19.74,29.61,9.48
NM20080901086,2008,FALL,0007,Full,2,32,5,10,Brevoortia tyrannus,5.649,30.7,30.7,223.7994,10.9728,37.6965,-75.52683333,19.74,29.61,9.48
NM20080901086,2008,FALL,0007,Full,3,32,1,11,Peprilus triacanthus,10.389,37,37,1,10.9728,37.6965,-75.52683333,19.74,29.61,9.48
NM20080901086,2008,FALL,0007,Full,3,32,2,12,Anchoa hepsetus,14.981,31.7,31.7,1,10.9728,37.6965,-75.52683333,19.74,29.61,9.48
NM20080901086,2008,FALL,0007,Full,3,32,2,12,Brevoortia tyrannus,7.178,31.7,31.7,1,10.9728,37.6965,-75.52683333,19.74,29.61,9.48
NM20080901086,2008,FALL,0009,Full,2,32,4,9,Peprilus triacanthus,0.4815,24.2,24.2,1.2,10.9728,37.6965,-75.52683333,19.74,29.61,9.48
NM20080901087,2008,FALL,0009,Full,0,32,1,1,Anchoa mitchilli,0.471,13.7,13.7,5.2,4.8768,37.2965,-75.71183333,19.91,29.51,7.93
NM20080901087,2008,FALL,0009,Full,0,32,3,3,Anchoa mitchilli,0.6255,13.2,13.2,5.2,4.8768,37.2965,-75.71183333,19.91,29.51,7.93
NM20080901087,2008,FALL,0009,Full,0,32,5,5,Anchoa mitchilli,1.163,19.2,19.2,5.2,4.8768,37.2965,-75.71183333,19.91,29.51,7.93
NM20080901088,2008,FALL,0009,Full,0,32,1,1,Anchoa mitchilli,1.005,13.8,13.8,4.4,6.096,37.27083333,-75.72716667,20.09,29.57,8.27
NM20080901089,2008,FALL,0009,Full,1,13,3,3,Anchoa mitchilli,1.696,18.5,18.5,1,9.7536,37.1805,-75.73083333,19.92,29.74,7.8
NM20080901090,2008,FALL,0007,Full,0,13,2,2,Anchoa spp.,0.12,22.1,22.1,168.0014,6.7056,37.20333333,-75.76,19.79,29.74,8.02
NM20080901090,2008,FALL,0009,Full,0,13,1,1,Anchoa mitchilli,3.503,15.7,15.7,10,6.7056,37.20333333,-75.76,19.79,29.74,8.02
NM20080901090,2008,FALL,0009,Full,0,13,2,2,Anchoa mitchilli,4.711,20.6,20.6,10,6.7056,37.20333333,-75.76,19.79,29.74,8.02
NM20080901090,2008,FALL,0009,Full,0,13,4,4,Anchoa mitchilli,4.004,17.5,17.5,10,6.7056,37.20333333,-75.76,19.79,29.74,8.02
NM20080901090,2008,FALL,0009,Full,0,13,5,5,Anchoa mitchilli,1.6719,20.6,20.6,10,6.7056,37.20333333,-75.76,19.79,29.74,8.02
NM20080901091,2008,FALL,0009,Full,0,13,1,1,Anchoa mitchilli,1.359,18.3,18.3,14.2,4.572,37.22733333,-75.74766667,19.88,29.69,7.58
NM20080901091,2008,FALL,0009,Full,0,13,2,2,Anchoa mitchilli,2.009,15,15,14.2,4.572,37.22733333,-75.74766667,19.88,29.69,7.58
NM20080901091,2008,FALL,0009,Full,0,13,5,5,Anchoa mitchilli,1.064,18,18,14.2,4.572,37.22733333,-75.74766667,19.88,29.69,7.58
NM20080901092,2008,FALL,0009,Full,1,32,1,1,Anchoa mitchilli,0.661,15.9,15.9,4.6,15.8496,37.44416667,-75.53966667,19.82,29.78,8.84
NM20080901092,2008,FALL,0009,Full,1,32,2,2,Anchoa hepsetus,2.647,20.2,20.2,4.6,15.8496,37.44416667,-75.53966667,19.82,29.78,8.84
