"","prey","svspp","seacat","decade","meansw","num_tows","variance","cv","totwt","relmsw","ci","relci","nstom","collcat","collsci","collcom"
"334","MYOOCT",135,"FALL","1990s",0.0386977424749164,426,0.0005828112977018,0.623847373250883,6.80341897142089,0.568798462030252,0.0023393175396236,0.0343844403740291,1486,"MYOOCT","MYOXOCEPHALUS OCTODECEMSPINOSUS","LONGHORN SCULPIN"
"335","MYOOCT",135,"FALL","1990s",0.0386977424749164,426,0.0005828112977018,0.623847373250883,6.80341897142089,0.568798462030252,0.0023393175396236,0.0343844403740291,1486,"MYOOCT","MYOXOCEPHALUS OCTODECEMSPINOSUS EGGS","LONGHORN SCULPIN"
"336","MYSIDA",135,"FALL","1990s",0.00555288461538462,426,1.72960770608016e-05,0.748954020570745,6.80341897142089,0.0816190306478347,0.00040299439133088,0.00592340987705943,1486,"MYSIDA","MYSIDACEA","MYSIDACEA"
"337","NEMATO",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"NEMATO","NEMATODA","NEMATODA"
"338","OCTOPO",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"OCTOPO","OCTOPODA","OCTOPODA"
"339","OPHFA1",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"OPHFA1","OPHICHTHIDAE","SNAKE EELS"
"340","OPHFA2",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"OPHFA2","OPHIDIIDAE","CUSK-EELS"
"341","OPHIU1",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"OPHIU1","OPHIUROIDEA","BRITTLE STARS"
"342","OPIOGL",135,"FALL","1990s",0.000482859531772575,426,2.43777622753702e-07,1.0225301207131,6.80341897142089,0.00709730701285519,4.78434087722182e-05,0.000703225965844436,1486,"OPIOGL","OPISTHONEMA OGLINUM","ATLANTIC THREAD HERRING"
"343","ORTCHR",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"ORTCHR","ORTHOPRISTIS CHRYSOPTERA","PIGFISH"
"344","OSTEIC",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"OSTEIC","OSTEICHTHYES","BONY FISHES"
"345","OSTRAC",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"OSTRAC","OSTRACODA","OSTRACODA"
"346","OTHER",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"OTHER","OTHER","OTHER"
"347","OTHFIS",135,"FALL","1990s",0.867958229488382,426,0.0332996352674107,0.210242694112867,6.80341897142089,12.7576771787011,0.0176825516150492,0.259906845210155,1486,"OTHFIS","OTHER FISH","OTHER FISH"
"348","PANFAM",135,"FALL","1990s",0.00254684733425143,426,5.94644968220197e-06,0.957471732972027,6.80341897142089,0.037434815420746,0.000236294748743146,0.0034731764975191,1486,"PANFAM","PANDALIDAE","PANDALIDAE"
"349","PARDEN",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"PARDEN","PARALICHTHYS DENTATUS","SUMMER FLOUNDER"
"350","PECFA1",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"PECFA1","PECTINIDAE","SCALLOPS"
"351","PENFAM",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"PENFAM","PENAEIDAE","PENAEIDAE"
"352","PEPALE",135,"FALL","1990s",0.0463830584707646,426,0.00214709903761333,0.999002686845377,6.80341897142089,0.681761018476238,0.00449005059479146,0.0659969731932254,1486,"PEPALE","PEPRILUS ALEPIDOTUS","HARVESTFISH"
"353","PEPTRI",135,"FALL","1990s",0.567822506628188,426,0.125459652923921,0.623791479487879,6.80341897142089,8.34613462750772,0.0343223674894924,0.504487047375303,1486,"PEPTRI","PEPRILUS TRIACANTHUS","BUTTERFISH"
"354","PHOGUN",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"PHOGUN","PHOLIS GUNNELLUS","ROCK GUNNEL"
"355","PLATYH",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"PLATYH","PLATYHELMINTHES","FLATWORMS"
"356","PLEAME",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"PLEAME","PLEURONECTES AMERICANUS","WINTER FLOUNDER"
"357","PLEORD",135,"FALL","1990s",0.0500104515050167,426,0.00136592908530955,0.739015080690284,6.80341897142089,0.73507822633143,0.00358128820596363,0.0526395364008529,1486,"PLEORD","PLEURONECTIFORMES","FLATFISHES"
"358","POLYCH",135,"FALL","1990s",0.00347855306217859,426,4.99812102913013e-06,0.64269474905189,6.80341897142089,0.0511294847016028,0.000216634978451186,0.00318420751920768,1486,"POLYCH","POLYCHAETA","POLYCHAETA"
"359","POMSAL",135,"FALL","1990s",0.129221944451937,426,0.00333227975379736,0.446719031943551,6.80341897142089,1.89936772958948,0.00559365817446375,0.0822183404838218,1486,"POMSAL","POMATOMUS SALTATRIX","BLUEFISH"
"360","PRICAR",135,"FALL","1990s",0.00344899665551839,426,1.24476033520287e-05,1.02293984940905,6.80341897142089,0.0506950500918228,0.000341875569050911,0.00502505535065572,1486,"PRICAR","PRIONOTUS CAROLINUS","NORTHERN SEAROBIN"
"361","PRIEVO",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"PRIEVO","PRIONOTUS EVOLANS","STRIPED SEAROBIN"
"362","PRIOS1",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"PRIOS1","PRIONOTUS SP",""
"363","RAJASP",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"RAJASP","RAJA SP","SKATES"
"364","RAJERI",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"RAJERI","RAJA ERINACEA","LITTLE SKATE"
"365","SARAUR",135,"FALL","1990s",0.0014945652173913,426,2.33831932495476e-06,1.02314465222702,6.80341897142089,0.0219678550397899,0.000148175740253171,0.00217795994742662,1486,"SARAUR","SARDINELLA AURITA","SPANISH SARDINE"
"366","SCIFAM",135,"FALL","1990s",0.000155204849498328,426,0,0,6.80341897142089,0.00228127725413203,0,0,1486,"SCIFAM","SCIAENIDAE","DRUMS"
"367","SCOAQU",135,"FALL","1990s",0.0160378344481605,426,0.000154169274819123,0.774200038651615,6.80341897142089,0.235731982926976,0.00120316201094978,0.0176846673121837,1486,"SCOAQU","SCOPHTHALMUS AQUOSUS","WINDOWPANE"
"368","SCOFAM",135,"FALL","1990s",0.0339151337792642,426,0.000647421939363067,0.750239924506303,6.80341897142089,0.498501325902924,0.00246557888595066,0.0362402917754707,1486,"SCOFAM","SCOMBRIDAE","MACKERELS"
"369","SCOMSP",135,"FALL","1990s",0.0919732441471572,426,0.00499422424430317,0.768373739696039,6.80341897142089,1.35186800244861,0.00684792847214792,0.100654222544782,1486,"SCOMSP","SCOMBER SP",""
"370","SCOSAU",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"SCOSAU","SCOMBERESOX SAURUS","ATLANTIC SAURY"
"371","SCOSCO",135,"FALL","1990s",0.0185388795986622,426,0.00019876273188748,0.760473342044515,6.80341897142089,0.272493575311743,0.00136613203290818,0.0200800808923703,1486,"SCOSCO","SCOMBER SCOMBRUS","ATLANTIC MACKEREL"
"372","SCYPHO",135,"FALL","1990s",0.00728670625830394,426,2.05326362248104e-05,0.621857811096428,6.80341897142089,0.107103594367967,0.000439083939966207,0.0064538718225449,1486,"SCYPHO","SCYPHOZOA","JELLYFISH"
"373","SEBFAS",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"SEBFAS","SEBASTES FASCIATUS","ACADIAN REDFISH"
"374","SQUACA",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"SQUACA","SQUALUS ACANTHIAS","SPINY DOGFISH"
"375","STECHR",135,"FALL","1990s",0.0192945688526974,426,8.31236525913372e-05,0.47252765483771,6.80341897142089,0.283601067841743,0.000883461249971016,0.0129855482027811,1486,"STECHR","STENOTOMUS CHRYSOPS","SCUP"
"376","STENS2",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"STENS2","STENOTOMUS SP",""
"377","STIFAM",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"STIFAM","STICHAEIDAE","SHANNIES AND PRICKLEBACKS"
"378","STOMAT",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"STOMAT","STOMATOPODA","MANTIS SHRIMPS"
"379","STRFAM",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"STRFAM","STROMATEIDAE","BUTTERFISHES"
"380","SYNFA1",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"SYNFA1","SYNGNATHIDAE","PIPEFISHES AND SEAHORSES"
"381","SYNFA2",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"SYNFA2","SYNODONTIDAE","LIZARDFISHES"
"382","TAUADS",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"TAUADS","TAUTOGOLABRUS ADSPERSUS","CUNNER"
"383","THUTHY",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"THUTHY","THUNNUS THYNNUS","BLUEFIN TUNA"
"384","TRALAT",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"TRALAT","TRACHURUS LATHAMI","ROUGH SCAD"
"385","TRIFA1",135,"FALL","1990s",0.00482859531772575,426,1.79112817256765e-05,0.876481035287416,6.80341897142089,0.0709730701285519,0.000410098828415036,0.00602783438941122,1486,"TRIFA1","TRIGLIDAE","SEAROBINS"
"386","UROCHO",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"UROCHO","UROCHORDATA","UROCHORDATA"
"387","UROCHU",135,"FALL","1990s",0.0371801839464883,426,0.0014468057053907,1.02304225594297,6.80341897142089,0.54649263998985,0.00368578758172052,0.0541755196498026,1486,"UROCHU","UROPHYCIS CHUSS","RED HAKE"
"388","UROPSP",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"UROPSP","UROPHYCIS SP","HAKE UNCL"
"389","UROREG",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"UROREG","UROPHYCIS REGIA","SPOTTED HAKE"
"390","UROTEN",135,"FALL","1990s",0,426,0,0,6.80341897142089,0,0,0,1486,"UROTEN","UROPHYCIS TENUIS","WHITE HAKE"
"391","ALOAES",135,"FALL","2000s",0.0101296263710482,621,0.000106733360836193,1.01989782490493,5.79953292896716,0.174662796040924,0.00082915225836026,0.0142968799128437,1326,"ALOAES","ALOSA AESTIVALIS","BLUEBACK HERRING"
"392","ALOPSE",135,"FALL","2000s",0.126975189160655,621,0.0155916756794048,0.983393940142739,5.79953292896716,2.18940371088241,0.0100214506422589,0.172797547061151,1326,"ALOPSE","ALOSA PSEUDOHARENGUS","ALEWIFE"
"393","AMMOSP",135,"FALL","2000s",0.0254337497800458,621,0.00018243175878988,0.53105539868329,5.79953292896716,0.43854824330785,0.00108401281935566,0.0186913814031695,1326,"AMMOSP","AMMODYTES SP","SAND LANCES"
"394","AMPHIP",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"AMPHIP","AMPHIPODA","AMPHIPODA"
"395","ANCHEP",135,"FALL","2000s",0.0594001831162267,621,0.000551169581404576,0.395234490610012,5.79953292896716,1.0242235684108,0.00188419920483683,0.0324888094940498,1326,"ANCHEP","ANCHOA HEPSETUS","STRIPED ANCHOVY"
"396","ANCHSP",135,"FALL","2000s",0.00272298473028721,621,3.18227269422499e-06,0.655123970463278,5.79953292896716,0.0469517935950775,0.000143170285742698,0.00246865200174309,1326,"ANCHSP","ANCHOA SP",""
"397","ANCMIT",135,"FALL","2000s",0.873186198666182,621,0.0530138994175289,0.263686570679911,5.79953292896716,15.0561469235711,0.018479025742269,0.318629551182838,1326,"ANCMIT","ANCHOA MITCHILLI","BAY ANCHOVY"
"398","ANTHOZ",135,"FALL","2000s",0.00116135843744501,621,1.40137718190834e-06,1.01932163316369,5.79953292896716,0.0200250339409977,9.50083370155965e-05,0.00163820670007846,1326,"ANTHOZ","ANTHOZOA","CORALS, ANENOMES"
"399","AR",135,"FALL","2000s",0.027573712619703,621,5.68847319300073e-05,0.273528518324654,5.79953292896716,0.475447125784551,0.000605315860534432,0.0104373208661518,1326,"AR","ANIMAL REMAINS","ANIMAL REMAINS"
"400","ARCISL",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"ARCISL","ARCTICA ISLANDICA","OCEAN QUAHOG"
"401","ATHFAM",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"ATHFAM","ATHERINIDAE","SILVERSIDES"
"402","BATFAM",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"BATFAM","BATRACHOIDIDAE","TOADFISHES"
"403","BIVALV",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"BIVALV","BIVALVIA","CLAMS, MUSSELS"
"404","BOTFAM",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"BOTFAM","BOTHIDAE","LEFTEYE FLOUNDERS"
"405","BRETYR",135,"FALL","2000s",0.112637019575341,621,0.00766026533625548,0.777035313088071,5.79953292896716,1.94217398116231,0.00702434933978787,0.121119225044884,1326,"BRETYR","BREVOORTIA TYRANNUS","ATLANTIC MENHADEN"
"406","CALSAP",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"CALSAP","CALLINECTES SAPIDUS","BLUE CRAB"
"407","CANFAM",135,"FALL","2000s",0.00012258783506364,621,1.56317673178895e-08,1.01989782490493,5.79953292896716,0.00211375358266087,1.00343266935318e-05,0.000173019565824223,1326,"CANFAM","CANCRIDAE","CANCER CRABS"
"408","CARCRY",135,"FALL","2000s",0.0030969558331867,621,9.9698566114609e-06,1.0195521489358,5.79953292896716,0.0534000905093272,0.000253412860787748,0.00436953913171209,1326,"CARCRY","CARANX CRYSOS","BLUE RUNNER"
"409","CARFAM",135,"FALL","2000s",0.000406475453105754,621,1.7176577134577e-07,1.01960976973578,5.79953292896716,0.00700876187934919,3.32623177184778e-05,0.000573534422959151,1326,"CARFAM","CARANGIDAE","JACKS"
"410","CENSTR",135,"FALL","2000s",0.000258079652765558,621,6.92585932861953e-08,1.01972500156793,5.79953292896716,0.00445000754244393,2.11213186539671e-05,0.000364189994481652,1326,"CENSTR","CENTROPRISTIS STRIATA","BLACK SEA BASS"
"411","CEPHAL",135,"FALL","2000s",0.0951909986362128,621,0.00201481092909025,0.471542960724217,5.79953292896716,1.64135629199997,0.00360247806023776,0.0621166929192576,1326,"CEPHAL","CEPHALOPODA","SQUIDS, CUTTLEFISH AND OCTOPODS"
"412","CITARC",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"CITARC","CITHARICHTHYS ARCTIFRONS","GULF STREAM FLOUNDER"
"413","CLUFAM",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"CLUFAM","CLUPEIDAE","HERRINGS"
"414","CLUHAR",135,"FALL","2000s",0.0915537568185817,621,0.00164735754285248,0.44332044911587,5.79953292896716,1.57864017568199,0.00325745278794896,0.0561675022427898,1326,"CLUHAR","CLUPEA HARENGUS","ATLANTIC HERRING"
"415","CNIDAR",135,"FALL","2000s",1.72053101843705e-05,621,3.07711623810521e-10,1.0195521489358,5.79953292896716,0.000296667169496262,1.4078492265986e-06,2.42752173984004e-05,1326,"CNIDAR","CNIDARIA","CNIDARIA"
"416","COPEPO",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"COPEPO","COPEPODA","COPEPODA"
"417","CRAFAM",135,"FALL","2000s",0.012783007801044,621,0.000149174612746104,0.955464169962794,5.79953292896716,0.220414436086676,0.000980238272476833,0.0169020209813931,1326,"CRAFAM","CRANGONIDAE","CRAGONID SHRIMP"
"418","CRUSHR",135,"FALL","2000s",0.000239368877940055,621,2.81769638942985e-08,0.70126055927741,5.79953292896716,0.00412738199561675,1.34719757780454e-05,0.0002322941509782,1326,"CRUSHR","CRUSTACEAN SHRIMP","CRUSTACEAN SHRIMP"
"419","CRUSTA",135,"FALL","2000s",0.000758108979998827,621,3.46456763678855e-07,0.776413147772297,5.79953292896716,0.0130718971559291,4.72398725987785e-05,0.000814546157033226,1326,"CRUSTA","CRUSTACEA","CRUSTACEA"
"420","CTENOP",135,"FALL","2000s",0.0748657382206696,621,0.00527873475323428,0.970469316281756,5.79953292896716,1.29089254492779,0.00583108155474843,0.1005439856307,1326,"CTENOP","CTENOPHORA","COMB JELLIES"
"421","CYNREG",135,"FALL","2000s",0.00919812012434747,621,7.1001152328893e-05,0.916080463956369,5.79953292896716,0.158601050067416,0.00067626497359972,0.0116606799527243,1326,"CYNREG","CYNOSCION REGALIS","WEAKFISH"
"422","DECAPO",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"DECAPO","DECAPODA","DECAPODA"
"423","DECCRA",135,"FALL","2000s",0.000506774590885096,621,2.67172681269192e-07,1.01995542617647,5.79953292896716,0.008738196628799,4.14839612620537e-05,0.000715298314022016,1326,"DECCRA","DECAPODA CRAB","DECAPODA CRAB"
"424","DECLAR",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"DECLAR","DECAPODA LARVAE","DECAPODA LARVAE"
"425","DECMAC",135,"FALL","2000s",0.00129039826382779,621,1.73205178037557e-06,1.01989782490493,5.79953292896716,0.0222500377122197,0.000105624491510861,0.0018212585876234,1326,"DECMAC","DECAPTERUS MACARELLUS","MACKEREL SCAD"
"426","DECPUN",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"DECPUN","DECAPTERUS PUNCTATUS","ROUND SCAD"
"427","DECSHR",135,"FALL","2000s",0.00193559739574169,621,3.87686679223114e-06,1.01724464056506,5.79953292896716,0.0333750565683295,0.000158024576498899,0.00272478108900127,1326,"DECSHR","DECAPODA SHRIMP","DECAPODA SHRIMP"
"428","ECHIN1",135,"FALL","2000s",0.000154847791659335,621,2.49415456374081e-08,1.01989782490493,5.79953292896716,0.00267000452546636,1.26749389813033e-05,0.000218551030514807,1326,"ECHIN1","ECHINOIDEA","URCHINS, SAND DOLLARS"
"429","EMPTY",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"EMPTY","EMPTY","EMPTY"
"430","ENGEUR",135,"FALL","2000s",0.0707706016435793,621,0.00166487654928016,0.576551531817615,5.79953292896716,1.2202810555674,0.00327472785242387,0.0564653721693251,1326,"ENGEUR","ENGRAULIS EURYSTOLE","SILVER ANCHOVY"
"431","ENGFAM",135,"FALL","2000s",1.21730048770061,621,0.223569973992645,0.388426581023362,5.79953292896716,20.9896297272581,0.0379481784110796,0.654331631113574,1326,"ENGFAM","ENGRAULIDAE","ANCHOVIES"
"432","ETRTER",135,"FALL","2000s",0.279900234338559,621,0.0123308742124983,0.396728747974281,5.79953292896716,4.82625476511273,0.00891212212963058,0.153669653035624,1326,"ETRTER","ETRUMEUS TERES","ROUND HERRING"
"433","EUPFAM",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"EUPFAM","EUPHAUSIACEA","KRILL"
"434","FISEGG",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"FISEGG","FISH EGGS","FISH EGGS"
"435","FISEGG",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"FISEGG","MYOXOCEPHALUS SP EGGS","SCULPIN EGGS"
"436","FISEGG",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"FISEGG","MACROZOARCES AMERICANUS EGGS","OCEAN POUT EGGS"
"437","FISLAR",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"FISLAR","FISH LARVAE","FISH LARVAE"
"438","FISLAR",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"FISLAR","ANGUILLIFORMES LARVAE","LEPTOCEPHALUS"
"439","FISOTO",135,"FALL","2000s",7.4197900170098e-05,621,2.99921534211768e-09,0.738094908923783,5.79953292896716,0.00127937716845263,4.3952949093926e-06,7.57870498060154e-05,1326,"FISOTO","FISH OTOLITHS","FISH OTOLITHS"
"440","FISSCA",135,"FALL","2000s",0.000103231861106223,621,1.10776184571788e-08,1.0195521489358,5.79953292896716,0.00178000301697757,8.4470953595916e-06,0.000145651304390403,1326,"FISSCA","FISH SCALES","FISH SCALES"
"441","GADFAM",135,"FALL","2000s",0.0210012317437973,621,0.000171836060230185,0.624183646624587,5.79953292896716,0.362119363766375,0.00105206203545343,0.0181404614533466,1326,"GADFAM","GADIDAE","CODFISHES"
"442","GAMMAR",135,"FALL","2000s",0.0008032729192328,621,2.87921299548908e-07,0.667995860343984,5.79953292896716,0.0138506484758567,4.30646669155459e-05,0.000742554054662731,1326,"GAMMAR","GAMMARIDEA","GAMMARIDEA"
"443","GASTRO",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"GASTRO","GASTROPODA","SNAILS"
"444","HIPPSP",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"HIPPSP","HIPPOCAMPUS SP","SEAHORSES"
"445","HYDROZ",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"HYDROZ","HYDROZOA","HYDROZOA"
"446","HYPFAM",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"HYPFAM","HYPERIIDAE","HYPERIIDAE"
"447","ILLESP",135,"FALL","2000s",0.0838709240785609,621,0.00297053625765446,0.649839342448274,5.79953292896716,1.44616687422615,0.00437423009662192,0.0754238341293619,1326,"ILLESP","ILLEX SP"," SHORTFIN SQUID-GENUS"
"448","ISOPOD",135,"FALL","2000s",2.85940524370931e-05,621,8.50193055819849e-10,1.01972500156793,5.79953292896716,0.000493040608395777,2.34014610086566e-06,4.03505959795011e-05,1326,"ISOPOD","ISOPODA","ISOPODA"
"449","LARVAC",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"LARVAC","LARVACEANS","LARVACEANS"
"450","LEIXAN",135,"FALL","2000s",0.0358684631691846,621,0.000490914638686513,0.61771795091564,5.79953292896716,0.618471583979306,0.00177822694570871,0.0306615544301323,1326,"LEIXAN","LEIOSTOMUS XANTHURUS","SPOT"
"451","LEPPRO",135,"FALL","2000s",0.00129039826382779,621,1.73087788393419e-06,1.0195521489358,5.79953292896716,0.0222500377122197,0.000105588691994895,0.00182064130488004,1326,"LEPPRO","LEPOPHIDIUM PROFUNDORUM","FAWN CUSK-EEL"
"452","LIMFER",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"LIMFER","PLEURONECTES FERRUGINUS","YELLOWTAIL FLOUNDER"
"453","LOLISP",135,"FALL","2000s",0.279639205900311,621,0.005594945148335,0.267485260950084,5.79953292896716,4.82175391234674,0.00600319032108289,0.103511617135554,1326,"LOLISP","LOLIGO SP","LONGFIN SQUID"
"454","LOLPEA",135,"FALL","2000s",0.0153815473048273,621,9.16672198452226e-05,0.622453630742529,5.79953292896716,0.265220449529658,0.000768406846096941,0.0132494608705289,1326,"LOLPEA","LOLIGO PEALEII","LONGFIN SQUID"
"455","MACAME",135,"FALL","2000s",0.0215335210276263,621,0.000255922714237424,0.742915411607966,5.79953292896716,0.371297504322666,0.00128392191594014,0.0221383675490018,1326,"MACAME","MACROZOARCES AMERICANUS","OCEAN POUT"
"456","MELAEG",135,"FALL","2000s",0.0505836119420494,621,0.00266063811968246,1.01972500156793,5.79953292896716,0.872201478319011,0.00413977845617753,0.0713812389184035,1326,"MELAEG","MELANOGRAMMUS AEGLEFINUS","HADDOCK"
"457","MENMEN",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"MENMEN","MENIDIA MENIDIA","ATLANTIC SILVERSIDE"
"458","MERBIL",135,"FALL","2000s",0.188689135257054,621,0.0123081200533873,0.587961606273479,5.79953292896716,3.25352295724714,0.00890389556438622,0.153527804280817,1326,"MERBIL","MERLUCCIUS BILINEARIS","SILVER HAKE"
"459","MICUND",135,"FALL","2000s",0.00177429761276321,621,3.27133130033332e-06,1.01937926699365,5.79953292896716,0.030593801854302,0.000145159833066184,0.00250295730439167,1326,"MICUND","MICROPOGONIAS UNDULATUS","ATLANTIC CROAKER"
"460","MISC",135,"FALL","2000s",0.0012244445747877,621,1.3766827080134e-06,0.958247726224409,5.79953292896716,0.021112813562484,9.41675181189636e-05,0.00162370865503016,1326,"MISC","MISCELLANEOUS","MISCELLANEOUS"
"461","MOLLUS",135,"FALL","2000s",0.000187694292920406,621,3.63221924313407e-08,1.01539485829175,5.79953292896716,0.00323636912177741,1.52957305003202e-05,0.000263740730290917,1326,"MOLLUS","MOLLUSCA","MOLLUSCA"
"462","MYCFAM",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"MYCFAM","MYCTOPHIDAE","LANTERNFISHES"
"463","MYOAEN",135,"FALL","2000s",0.000580679218722506,621,3.50582009506464e-07,1.01966738727963,5.79953292896716,0.0100125169704988,4.75202819319147e-05,0.000819381190070726,1326,"MYOAEN","MYOXOCEPHALUS AENAEUS","GRUBBY"
"464","MYOOCT",135,"FALL","2000s",0.0205818523080533,621,0.000171167668617077,0.635662234567698,5.79953292896716,0.354888101509904,0.00105001393631447,0.0181051465553359,1326,"MYOOCT","MYOXOCEPHALUS OCTODECEMSPINOSUS","LONGHORN SCULPIN"
"465","MYOOCT",135,"FALL","2000s",0.0205818523080533,621,0.000171167668617077,0.635662234567698,5.79953292896716,0.354888101509904,0.00105001393631447,0.0181051465553359,1326,"MYOOCT","MYOXOCEPHALUS OCTODECEMSPINOSUS EGGS","LONGHORN SCULPIN"
"466","MYSIDA",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"MYSIDA","MYSIDACEA","MYSIDACEA"
"467","NEMATO",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"NEMATO","NEMATODA","NEMATODA"
"468","OCTOPO",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"OCTOPO","OCTOPODA","OCTOPODA"
"469","OPHFA1",135,"FALL","2000s",0.00483899348935421,621,1.68358603458535e-05,0.847935112491258,5.79953292896716,0.0834376414208237,0.000329307675131977,0.00567817579735035,1326,"OPHFA1","OPHICHTHIDAE","SNAKE EELS"
"470","OPHFA2",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"OPHFA2","OPHIDIIDAE","CUSK-EELS"
"471","OPHIU1",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"OPHIU1","OPHIUROIDEA","BRITTLE STARS"
"472","OPIOGL",135,"FALL","2000s",0.000457810862297164,621,2.1688174877613e-07,1.01724464056506,5.79953292896716,0.00789392642311793,3.73762476588701e-05,0.000644469961920304,1326,"OPIOGL","OPISTHONEMA OGLINUM","ATLANTIC THREAD HERRING"
"473","ORTCHR",135,"FALL","2000s",0.00825854888849786,621,3.94726010274328e-05,0.760753796637888,5.79953292896716,0.142400241358206,0.000504233932287164,0.00869438864237923,1326,"ORTCHR","ORTHOPRISTIS CHRYSOPTERA","PIGFISH"
"474","OSTEIC",135,"FALL","2000s",0.792608920554853,621,0.0586261382168364,0.305482747455125,5.79953292896716,13.6667716221763,0.0194325520375317,0.335070983742004,1326,"OSTEIC","OSTEICHTHYES","BONY FISHES"
"475","OSTRAC",135,"FALL","2000s",0,621,0,0,5.79953292896716,0,0,0,1326,"OSTRAC","OSTRACODA","OSTRACODA"
